time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2021-03-18 03:19:16.388 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,387786743808,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,48862256,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:20:16.400 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,387786543104,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,48862256,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:21:16.406 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,386711412736,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,48862256,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:22:16.417 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,387787345920,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,48862256,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:23:16.416 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,387787100160,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,48862256,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:24:16.426 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,387786739712,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,50204456,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:25:16.440 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,387786399744,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,50204456,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:26:16.447 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,386721828864,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,50204456,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:27:16.458 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,387795210240,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,50204456,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:28:16.472 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,387794845696,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,50204456,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:29:16.484 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,387794563072,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,52888872,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:30:16.498 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,388867125248,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,52888872,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:31:16.503 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,388866953216,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,52888872,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:32:16.516 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,388867063808,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,52888872,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:33:16.527 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,386720468992,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,54231064,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:34:16.538 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,387793055744,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,54231064,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:35:16.547 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,387792658432,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,54231064,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:36:16.557 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,387792453632,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,54231064,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:37:16.566 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,387792109568,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,54231064,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:38:16.573 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,386718351360,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,54231064,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:39:16.584 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,386718650368,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,54231064,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:40:16.592 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,386718244864,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,55573288,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:41:16.596 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,387791761408,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,55573288,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:42:16.601 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,388865134592,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,55573288,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:43:16.606 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,386711568384,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,55573288,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:44:16.610 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,387785105408,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,55573288,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:45:16.617 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,387783585792,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,55573288,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:46:16.624 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,386710618112,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,56915864,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:47:16.631 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,386710339584,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,56915864,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:48:16.635 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,386710138880,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,56915864,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:49:16.640 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,386709958656,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,56915864,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:50:16.650 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,387783548928,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,59600256,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:51:16.661 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,386709602304,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,59600256,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:52:16.671 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,386709401600,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,59600256,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:53:16.682 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,386709143552,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,59600256,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:54:16.693 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,386709434368,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,59600256,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:55:16.704 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,386709307392,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,59600256,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:56:16.708 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,386706386944,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,59600256,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:57:16.722 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,387778953216,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,59600256,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:58:16.731 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,387778928640,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,59600256,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 03:59:16.737 UTC, ,125,3160253,1080,14288,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,387778805760,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,59600256,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-03-18 04:00:16.740 UTC, ,125,3160253,1080,14288,112, ,3, ,16, , , , , , , , , ,3,3, , , ,2,1,5, ,19,1, , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,388856352768,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1616036535634, , , , ,3145728,2098, , ,1,0, , , , , , , ,3, , , , ,1,1, , , , , , ,83,1, , , , , , , , , , ,62284760,6, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
